,selection1_product_mane_name,selection1_product_mane_url,selection1_product_name_price,selection1_product_mane_confirmation_time,selection1_product_mane_review_score,selection1_product_mane_number_of_review,selection1_product_mane_cancelation_policy,package_name,package_price
觀光旅行,,,,,,,,平日出發：5-8人包車,159.38
觀光旅行,,,,,,,,假日出發：1-4人包車,141.67
觀光旅行,,,,,,,,假日出發：5-8人包車,177.09
觀光旅行,,,,,,,,春節期間（02 / 04 - 02 / 09）出發：1 - 4人包車,177.09
觀光旅行,,,,,,,,春節期間（02 / 04 - 02 / 09）出發：5 - 8人包車,212.5
觀光旅行,【金山皇后鎮森林包套式露營車】風車House２－３人入住,https://www.kkday.com/zh-tw/product/30030,,,,,,,
觀光旅行,【五星級國際飯店推薦】大板根森林溫泉酒店-雙人房／四人房住宿券（需電話預約）,https://www.kkday.com/zh-tw/product/23492,,,,,,,
觀光旅行,【清境農場餵羊趣】小歐洲莊園清境農場慢活之旅,https://www.kkday.com/zh-tw/product/2730,50.3,1個工作日內確認,4.4,-195,3天前可免費取消,08:00台中中欣商務精品飯店前,50.3
觀光旅行,,,,,,,,08:40台中高鐵站上車,50.3
觀光旅行,,,,,,,,08:00~08:40台中市各大飯店上車,50.3
觀光旅行,【高鐵假期一次搞定車票＋住宿】高雄窩飯店二日遊,https://www.kkday.com/zh-tw/product/28866,91.16,1個工作日內確認,,,,標準雙人房－週一至週四出發（不包含連續假期）,94.35
觀光旅行,,,,,,,,標準雙人房－週五、週日出發（不包含連續假期）,95.95
觀光旅行,,,,,,,,標準雙人房－週六、連續假期出發,103.6
觀光旅行,,,,,,,,標準家庭三人房－週一至週四出發（不包含連續假期）,98.08
觀光旅行,,,,,,,,標準家庭三人房－週五、週日出發（不包含連續假期）,99.67
觀光旅行,,,,,,,,標準家庭三人房－週六、連續假期出發,107.33
觀光旅行,,,,,,,,標準家庭四人房－週一至週四出發（不包含連續假期）,91.16
觀光旅行,,,,,,,,標準家庭四人房－週五、週日出發（不包含連續假期）,92.76
觀光旅行,,,,,,,,標準家庭四人房－週六、連續假期出發,98.81
觀光旅行,【機場接駁首選】國光客運 1819 桃園機場巴士來回套票,https://www.kkday.com/zh-tw/product/12049,7.65,立即確認並發送憑證,4.8,-3180,免費取消！,桃園機場巴士來回套票,7.65
觀光旅行,,,,,,,,悠遊卡＋機場巴士來回車票,14.66
觀光旅行,,,,,,,,SIM卡＋機場巴士來回車票,17.85
觀光旅行,,,,,,,,悠遊卡＋SIM卡＋機場巴士來回車票,24.22
觀光旅行,【熱門景點包車一日遊】三峽老街、新月沙灣、好望角風景區、東海夜市（台北出發、台中結束）,https://www.kkday.com/zh-tw/product/25202,204.53,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,204.53
觀光旅行,【高鐵假期一次搞定車票＋住宿】台南晶英酒店二日遊,https://www.kkday.com/zh-tw/product/29623,115.55,1個工作日內確認,,,,海東雙人房-週一至週四出發（不包含連續假期）,129.1
觀光旅行,,,,,,,,海東雙人房-週五、週日出發（不包含連續假期）,130.37
觀光旅行,,,,,,,,海東雙人房-週六、連續假期出發,158.74
觀光旅行,,,,,,,,海東家庭三人房-週一至週四出發（不包含連續假期）,122.72
觀光旅行,,,,,,,,海東家庭三人房-週五、週日出發（不包含連續假期）,124
觀光旅行,,,,,,,,海東家庭三人房-週六、連續假期出發,143.34
觀光旅行,,,,,,,,海東家庭四人房-週一至週四出發（不包含連續假期）,115.55
觀光旅行,,,,,,,,海東家庭四人房-週五、週日出發（不包含連續假期）,116.82
觀光旅行,,,,,,,,海東家庭四人房-週六、連續假期出發,131.65
觀光旅行,【熱門景點包車一日遊】高雄田寮一線天、台南烏山頭水庫 （高雄出發、台南結束）,https://www.kkday.com/zh-tw/product/27600,184.17,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,184.17
觀光旅行,【外國人限定電子票】南投清境農場青青草原入園門票,https://www.kkday.com/zh-tw/product/26516,,,,,,,
觀光旅行,【苗栗南庄一日遊】向天湖、南庄老街、蘇維拉莊園,https://www.kkday.com/zh-tw/product/23123,47.81,1個工作日內確認,,,7天前可免費取消,【苗栗南庄一日遊】向天湖、南庄老街、蘇維拉莊園,47.81
觀光旅行,【熱門景點包車一日遊】高雄蓮池潭、十鼓橋糖、黃金海岸、台南神農街、台南市區/夜市（高雄出發、台南結束）,https://www.kkday.com/zh-tw/product/27615,184.17,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,184.17
觀光旅行,【如武林大俠騎馬入林】墾丁野外騎馬涉溪體驗,https://www.kkday.com/zh-tw/product/3597,,,,,,,
觀光旅行,【高雄生態之旅】林園濕地仙后水母、汕尾漁村3D彩繪壁畫一日遊,https://www.kkday.com/zh-tw/product/29078,,,,,,,
觀光旅行,【花蓮晚上抓蝦去】花蓮夜間抓溪蝦體驗（含免費接駁）,https://www.kkday.com/zh-tw/product/1850,,,,,,,
觀光旅行,【新竹山上人家一日遊】軟橋彩繪村、張學良故居、山上人家、北埔老街,https://www.kkday.com/zh-tw/product/23463,54.19,2個工作日內確認,,,7天前可免費取消,【新竹山上人家一日遊】軟橋彩繪村、張學良故居、山上人家、北埔老街,54.19
觀光旅行,【台灣北海岸一日遊】野柳、九份、十分、甜點 DIY 之旅（含門票、天燈）,https://www.kkday.com/zh-tw/product/3154,20.56,1個工作日內確認,4.6,-1119,2天前可免費取消,【台灣北海岸一日遊】野柳、九份、十分、甜點DIY之旅（含門票、天燈）,20.56
觀光旅行,【經典花蓮必遊】花蓮太魯閣奇景拼車一日遊（中文司導）,https://www.kkday.com/zh-tw/product/12181,17.53,12小時內確認,4.6,-805,4天前可免費取消,一日遊（2019年起）,17.53
觀光旅行,【與鯨豚奇遇】花蓮賞鯨遊船半日遊（含花蓮市免費接送）,https://www.kkday.com/zh-tw/product/1875,27.1,立即確認,4.6,-439,可出示電子憑證,賞鯨體驗,27.1
觀光旅行,【熱門景點包車一日遊】東海大學、台南十鼓仁糖文創園區、高雄舊鐵橋濕地公園（台中出發、高雄結束）,https://www.kkday.com/zh-tw/product/27629,212.5,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,212.5
觀光旅行,【鑽巷弄遊台南】摩托車租借服務,https://www.kkday.com/zh-tw/product/21814,,,,,,,
觀光旅行,【宜蘭太平山風情】翠峰湖、棲蘭神木森呼吸二日遊,https://www.kkday.com/zh-tw/product/23982,142.8,2個工作日內確認,4,-1,,平日：雙人房,149.82
觀光旅行,,,,,,,,平日：三人房,142.8
觀光旅行,,,,,,,,平日：四人房,144.08
觀光旅行,,,,,,,,假日：雙人房,167.35
觀光旅行,,,,,,,,假日：三人房,156.83
觀光旅行,,,,,,,,假日：四人房,159.38
觀光旅行,,,,,,,,連續假日：雙人房,173.72
觀光旅行,,,,,,,,連續假日：三人房,157.78
觀光旅行,,,,,,,,連續假日：四人房,167.35
觀光旅行,【外國人限定電子票】南投清境農場青青草原＋小瑞士花園超值入園門票,https://www.kkday.com/zh-tw/product/26558,,,,,,,
觀光旅行,【桃園包車一日遊】草漯沙丘、白千層綠色隧道、鐵木瀑布、大溪老茶廠（台北出發）,https://www.kkday.com/zh-tw/product/24135,153.92,1個工作日內確認,,,,五人座車（1 - 4人）,153.92
觀光旅行,【台東嘉明湖健行五日遊】去那兒旅行．尋找天使的眼淚,https://www.kkday.com/zh-tw/product/27744,,,,,,,
觀光旅行,【桃園包車一日遊】1-4號埤塘、大溪老街、大溪百吉隧道、小烏來天空步道（台北出發）,https://www.kkday.com/zh-tw/product/24129,151.37,1個工作日內確認,,,,五人座車（1 - 4人）,151.37
觀光旅行,【高鐵假期一次搞定車票＋住宿】高雄義大皇家酒店二日遊,https://www.kkday.com/zh-tw/product/28855,111.88,1個工作日內確認,,,,豪華雙人房－週一至週四出發（不包含連續假期）,131.01
觀光旅行,,,,,,,,豪華雙人房－週五、週日出發（不包含連續假期）,132.6
觀光旅行,,,,,,,,豪華雙人房－週六、連續假期出發（不包含７－８月）,146.63
觀光旅行,,,,,,,,雅緻家庭三人房－週一至週四出發（不包含連續假期）,118.26
觀光旅行,,,,,,,,雅緻家庭三人房－週五、週日出發（不包含連續假期）,119.85
觀光旅行,,,,,,,,雅緻家庭三人房－週六、連續假期出發（不包含７－８月）,129.64
觀光旅行,,,,,,,,雅緻家庭四人房－週一至週四出發（不包含連續假期）,111.88
觀光旅行,,,,,,,,雅緻家庭四人房－週五、週日出發（不包含連續假期）,113.48
觀光旅行,,,,,,,,雅緻家庭四人房－週六、連續假期出發（不包含７－８月）,121.13
觀光旅行,,,,,,,,豪華雙人房－暑假７－８月週六出發,153
觀光旅行,,,,,,,,雅緻家庭三人房－暑假７－８月週六出發,133.88
觀光旅行,,,,,,,,雅緻家庭四人房－暑假７－８月週六出發,124.31
觀光旅行,【熱門景點包車一日遊】華泰名品城、南寮漁港、高美濕地、一中商圈（台北出發、台中結束）,https://www.kkday.com/zh-tw/product/25215,204.53,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,204.53
觀光旅行,【台東電動單車輕旅行】騎電動單車聽小城故事x遊在地秘景（1人即成團）,https://www.kkday.com/zh-tw/product/10062,19.92,1個工作日內確認,4.9,-18,2天前可免費取消,騎電單車聽小城故事（含接駁）,23.11
觀光旅行,,,,,,,,騎電單車聽小城故事（不含接駁）,19.92
觀光旅行,【熱門景點包車一日遊】新社古堡、大坑風景區、永康彩繪村（台中出發、高雄結束）,https://www.kkday.com/zh-tw/product/27631,212.5,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,212.5
觀光旅行,【清境輕旅行】台中到清境農場拼車一日遊,https://www.kkday.com/zh-tw/product/3846,30.48,立即確認,4.7,-691,可出示電子憑證,08:30 - 09:30台中市區各大飯店,30.48
觀光旅行,,,,,,,,09:30高鐵台中站7號出口上車,30.48
觀光旅行,【石碇許家麵線】手作麵線DIY與流水麵親子體驗,https://www.kkday.com/zh-tw/product/28515,,,,,,,
觀光旅行,【花東一日遊】花東縱谷、雲山水、瑞穗牧場、石梯坪（花蓮出發）,https://www.kkday.com/zh-tw/product/9708,28.69,1個工作日內確認,4.3,-316,8天前可免費取消,一日遊（2019年起）,28.69
觀光旅行,【台灣絕美山海景致】深澳鐵道自行車Rail Bike電子門票（非台灣籍旅客限定）,https://www.kkday.com/zh-tw/product/27378,,,,,,,
觀光旅行,【綠島海底探險】一對一體驗潛水,https://www.kkday.com/zh-tw/product/24436,,,,,,,
觀光旅行,【親子同樂趣】台灣氣球博物館導覽＋氣球DIY,https://www.kkday.com/zh-tw/product/18409,,,,,,,
觀光旅行,【暢遊經典台中】台灣中部日月潭、清境景點包車一日遊（1-4人）,https://www.kkday.com/zh-tw/product/1942,130.4,立即確認,4.6,-511,可出示電子憑證,中文司機（8小時）,130.4
觀光旅行,,,,,,,,英文司機（8小時）,165
觀光旅行,,,,,,,,中文司機（10小時）,143.44
觀光旅行,,,,,,,,英文司機（10小時）,168.93
觀光旅行,,,,,,,,中文司機（11小時）,188.36
觀光旅行,,,,,,,,英文司機（11小時）,225
觀光旅行,【嘉義阿里山一日遊】阿里山森林遊樂區、阿里山小火車、奮起湖便當、奮起湖老街（嘉義出發）,https://www.kkday.com/zh-tw/product/10460,63.72,12小時內確認,4.4,-119,32天前可免費取消,【嘉義阿里山一日遊】阿里山森林遊樂區、阿里山小火車、奮起湖便當、奮起湖老街（嘉義出發）,63.72
觀光旅行,【日月潭優惠船票】日月潭遊湖船票一日券,https://www.kkday.com/zh-tw/product/4018,3.19,立即確認並發送憑證,4.7,-548,免費取消！,【日月潭優惠船票】日月潭遊湖船票一日券,3.19
觀光旅行,【暢遊經典台中】台灣中部日月潭、清境景點包車一日遊（5-8人）,https://www.kkday.com/zh-tw/product/19070,155.76,立即確認,4.6,-97,可出示電子憑證,中文司機（8小時）,155.76
觀光旅行,,,,,,,,英語司機（8小時）,191.25
觀光旅行,,,,,,,,中文司機（10小時）,207.2
觀光旅行,,,,,,,,英語司機（10小時）,232.7
觀光旅行,,,,,,,,中文司機（11小時）,217.33
觀光旅行,,,,,,,,英語司機（11小時）,255
觀光旅行,【宜蘭在地體驗】頭城休閒農場・半日遊/一日遊,https://www.kkday.com/zh-tw/product/24628,,,,,,,
觀光旅行,【澎湖藍洞秘境】探訪美麗藍洞及環遊七美島,https://www.kkday.com/zh-tw/product/2375,,,,,,,
觀光旅行,【探索浪漫七美與絕美藍洞】澎湖南方四島＋七美一日遊,https://www.kkday.com/zh-tw/product/23914,47.81,1個工作日內確認,4.8,-95,8天前可免費取消,澎湖南方四島及七美一日遊（機車）,47.81
觀光旅行,,,,,,,,澎湖南方四島及七美一日遊（遊覽車）,51
觀光旅行,【台南觀光巴士】台南雙層觀光巴士 4 小時 / 1 日優惠乘車券,https://www.kkday.com/zh-tw/product/19665,9.24,立即確認並發送憑證,4.3,-69,免費取消！,台南雙層巴士4小時票,9.24
觀光旅行,,,,,,,,台南雙層巴士一日票,15.62
觀光旅行,【穿旗袍遊九份】九份老街CHIPAO旗袍體驗,https://www.kkday.com/zh-tw/product/12318,,,,,,,
觀光旅行,【熱門景點包車一日遊】行天宮、勝興車站、龍騰斷橋、台中歌劇院（台北出發、台中結束）,https://www.kkday.com/zh-tw/product/25176,204.55,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,204.55
觀光旅行,【經典花蓮必遊】太魯閣奇景拼車一日遊（保證有位）,https://www.kkday.com/zh-tw/product/2143,30.28,立即確認,4.6,-632,出示訂單編號即可使用,中英文導遊(午餐自理),30.28
觀光旅行,,,,,,,,中英文導遊(含午餐),36.66
觀光旅行,【太魯閣包車遊】花蓮半日遊 / 一日遊,https://www.kkday.com/zh-tw/product/2127,55.44,1個工作日內確認,4.5,-918,,半日遊1 - 4人（5人座車）,55.44
觀光旅行,,,,,,,,半日遊5 - 6人（7人座車）,62.37
觀光旅行,,,,,,,,半日遊7 - 8人（9人座車）,79.69
觀光旅行,,,,,,,,一日遊1 - 4人（5人座車）,80.64
觀光旅行,,,,,,,,一日遊5 - 6人（7人座車）,98.18
觀光旅行,,,,,,,,一日遊7 - 8人（9人座車）,140.25
觀光旅行,【台東二日遊】伯朗大道單車之旅、太麻里金針花、武陵綠色隧道（兩人成行）,https://www.kkday.com/zh-tw/product/25799,,,,,,,
觀光旅行,【熱門景點包車一日遊】華泰名品城、鯉魚潭水庫、東海大學、秋紅谷（台北出發、台中結束）,https://www.kkday.com/zh-tw/product/25216,204.53,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,204.53
觀光旅行,【北台灣網美一日遊】銀河洞、千島湖、茶山深度旅行,https://www.kkday.com/zh-tw/product/27545,,,,,,,
觀光旅行,【苗栗包車一日遊】崎頂子母隧道、崎頂車站、蘇維拉莊園、落羽松莊園（台北出發）,https://www.kkday.com/zh-tw/product/24118,190.23,1個工作日內確認,,,,五人座車（1 - 4人）,190.23
觀光旅行,【苗栗包車一日遊】蘇維拉莊園、神仙谷、高山青農場、南庄山芙蓉（台北出發）,https://www.kkday.com/zh-tw/product/24127,193.63,1個工作日內確認,,,,五人座車（1 - 4人）,193.63
觀光旅行,【中台灣經典行程】台中-日月潭、清境拼車一日遊（保證有位、1人成行）,https://www.kkday.com/zh-tw/product/28441,33.47,立即確認並發送憑證,4.8,-22,4天前可免費取消,日月潭清境拼車一日遊,33.47
觀光旅行,,,,,,,,日月潭清境拼車一日遊10/1- 10/7,39.84
觀光旅行,【澎湖無人島頂級浮潛】澎湖忘憂島浮潛一日遊（馬公出發）,https://www.kkday.com/zh-tw/product/2460,,,,,,,
觀光旅行,【南投日月潭一日遊】日月潭纜車＋單車環湖＋日月潭遊船（台中出發）,https://www.kkday.com/zh-tw/product/2848,50.5,1個工作日內確認,4.5,-343,3天前可免費取消,08:00台中中欣商務精品飯店前,50.5
觀光旅行,,,,,,,,08:40高鐵台中站上車,50.5
觀光旅行,,,,,,,,08:00-08:40台中市區各大飯店上車,50.5
觀光旅行,【陽明山擎天岡草原】台北秋風賞芒草包車一日遊,https://www.kkday.com/zh-tw/product/3504,,,,,,,
觀光旅行,【台東包車半日遊】快速遊台東熱門景點,https://www.kkday.com/zh-tw/product/3298,88.54,2個工作日內確認,4.8,-5,15天前可免費取消,平日出發：1 - 4人包車,88.54
觀光旅行,,,,,,,,平日出發：5 - 8人包車,106.25
觀光旅行,,,,,,,,假日出發：1 - 4人包車,95.63
觀光旅行,,,,,,,,假日出發：5 - 8人包車,123.96
觀光旅行,【包車暢遊花東縱谷或東海岸線】花蓮台東雙向出發,https://www.kkday.com/zh-tw/product/2124,130.4,2個工作日內確認,4.5,-62,8天前可免費取消,縱谷線1~4人(5人座車),130.4
觀光旅行,,,,,,,,縱谷線5~6人(7人座車),152.13
觀光旅行,,,,,,,,縱谷線7~8人(9人座車),181.11
觀光旅行,,,,,,,,海岸線1~4人(5人座車),136.2
觀光旅行,,,,,,,,海岸線5~6人(7人座車),157.93
觀光旅行,,,,,,,,海岸線7~8人(9人座車),186.91
觀光旅行,【尋找 366 色繽紛生日鹽】台南安平夕遊出張所一日遊,https://www.kkday.com/zh-tw/product/3387,70.13,2個工作日內確認,5,-4,有條件取消,中文導覽,70.13
觀光旅行,,,,,,,,English tour,79.69
觀光旅行,【專車帶你認識小琉球】小琉球半潛艇海底觀光一日遊,https://www.kkday.com/zh-tw/product/3274,70.13,2個工作日內確認,4.5,-11,有條件取消,中文導覽,70.13
觀光旅行,,,,,,,,English tour,79.69
觀光旅行,【台東三日遊】多良車站、太麻里金針花、知本溫泉、伯朗大道（兩人成行）,https://www.kkday.com/zh-tw/product/24006,,,,,,,
觀光旅行,【高雄市區包車】《4HR 速遊高雄》熱情南台灣,https://www.kkday.com/zh-tw/product/3150,66.94,2個工作日內確認,4.8,-14,5天前可免費取消,1-4人出發(五人座車),66.94
觀光旅行,,,,,,,,5-8人出發(九人座車),111.56
觀光旅行,【花蓮露營體驗】星空野營＋海邊BBQ＋清水斷崖SUP曙光團,https://www.kkday.com/zh-tw/product/23795,,,,,,,
觀光旅行,【基隆包車一日遊】象鼻岩、八斗子車站、一〇一高地、望幽谷（台北出發）,https://www.kkday.com/zh-tw/product/24111,147.3,1個工作日內確認,,,,五人座車（1 - 4人）,147.3
觀光旅行,【鶯歌玉石工藝DIY】台灣黑土玉石工坊－墨玉飾品拋光體驗,https://www.kkday.com/zh-tw/product/28825,,,,,,,
觀光旅行,【不可錯過的鹽田夕陽】《台南鹽田潟湖黑面琵鷺包車一日遊,https://www.kkday.com/zh-tw/product/3837,146.63,12小時內確認,4.9,-9,31天前可免費取消,中文司機,146.63
觀光旅行,,,,,,,,外文司機(英日語),162.58
觀光旅行,【熱門景點包車一日遊】嘉義高跟鞋教堂、台南頑皮世界、MLD台鋁生活商場（台中出發、高雄結束）,https://www.kkday.com/zh-tw/product/27641,212.5,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,212.5
觀光旅行,【熱門景點包車一日遊】東海大學、安平古堡、六合夜市（台中出發、高雄結束）,https://www.kkday.com/zh-tw/product/27622,212.5,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,212.5
觀光旅行,【宜蘭包車一日遊】東永恆水教堂、豆腐岬、賊仔澳玻璃海灘、東澳海蝕洞、東岳部落（台北出發）,https://www.kkday.com/zh-tw/product/24102,155.02,1個工作日內確認,,,,五人座車（1 - 4人）,155.02
觀光旅行,【VA VA VOOM懷舊時尚】禮服體驗,https://www.kkday.com/zh-tw/product/20456,,,,,,,
觀光旅行,【遊訪野柳女王頭】台北野柳地質公園電子門票,https://www.kkday.com/zh-tw/product/19391,,,,,,,
觀光旅行,【台中－日月潭交通推薦】台中市區到日月潭包車接送服務,https://www.kkday.com/zh-tw/product/3098,54.21,2個工作日內確認,4.6,-65,,1-4人：台中市區/台中高鐵出發或結束,63.76
觀光旅行,,,,,,,,1-4人：台中機場出發,77.91
觀光旅行,,,,,,,,1-4人：台中機場結束,70.83
觀光旅行,,,,,,,,5-8人：台中市區/台中高鐵出發或結束,99.16
觀光旅行,,,,,,,,5-8人：台中機場出發,113.35
觀光旅行,,,,,,,,5-8人：台中機場結束,106.24
觀光旅行,,,,,,,,1-4人：台中市區/台中高鐵出發或結束（7 - 9月）,54.21
觀光旅行,,,,,,,,1-4人：台中機場出發（7 - 9月）,66.24
觀光旅行,,,,,,,,1-4人：台中機場結束（7 - 9月）,60.2
觀光旅行,,,,,,,,5-8人：台中市區/台中高鐵出發或結束（7 - 9月）,84.28
觀光旅行,,,,,,,,5-8人：台中機場出發（7 - 9月）,96.35
觀光旅行,,,,,,,,5-8人：台中機場結束（7 - 9月）,90.32
觀光旅行,【熱門景點包車一日遊】八卦山風景區、鹿港老街、高雄市區夜市（台中出發、高雄結束）,https://www.kkday.com/zh-tw/product/27638,212.5,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,212.5
觀光旅行,【漫步林間】阿里山小火車祝山日出美景三日遊,https://www.kkday.com/zh-tw/product/2005,191.25,12小時內確認,4.3,-7,,平日：二／三人房,207.19
觀光旅行,,,,,,,,平日：四人房,191.25
觀光旅行,,,,,,,,假日：二／三人房,223.12
觀光旅行,,,,,,,,假日：四人房,207.19
觀光旅行,,,,,,,,連續假日前後一日：二人房,255
觀光旅行,,,,,,,,連續假日前後一日：三人房,239.08
觀光旅行,,,,,,,,連續假日前後一日：四人房,223.12
觀光旅行,,,,,,,,連續假日：二人房,270.94
觀光旅行,,,,,,,,連續假日：三人房,255
觀光旅行,,,,,,,,連續假日：四人房,239.08
觀光旅行,【熱門景點包車一日遊】高雄旗津老街、大東文化藝術、澄清湖、台南永康彩繪村、台南市區/夜市（高雄出發、台南結束）,https://www.kkday.com/zh-tw/product/27616,184.17,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,184.17
觀光旅行,【熱門景點包車一日遊】華泰名品城、好望角風景區、勝興車站、龍騰斷橋、東海夜市（台北出發、台中結束）,https://www.kkday.com/zh-tw/product/25217,204.53,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,204.53
觀光旅行,【台灣最高飛行傘】花蓮飛行傘體驗,https://www.kkday.com/zh-tw/product/5359,,,,,,,
觀光旅行,【世界最高坐佛】高雄佛光山朝聖．旗山老街包車一日遊,https://www.kkday.com/zh-tw/product/3852,102.01,12小時內確認,4.3,-6,21天前可免費取消,中文司機,102.01
觀光旅行,,,,,,,,英語司機,117.94
觀光旅行,【宜蘭熱門打卡景點】香草菲菲、幾米公園、羅東林業文化園、渭水之丘、壯圍沙灘、九號咖啡館包車一日遊,https://www.kkday.com/zh-tw/product/28822,167.35,2個工作日內確認,5,-2,,中文包車服務（1-4人）,167.35
觀光旅行,,,,,,,,中文包車服務（5-8人）,223.13
觀光旅行,【新竹網美一日遊】秘境咖啡廳、豆腐岩、新豐紅樹林生態保護區、鳳坑漁港,https://www.kkday.com/zh-tw/product/25797,,,,,,,
觀光旅行,【小琉球、義大三日遊】小琉球浮潛／半潛艇、小島BBQ、義大世界（兩人成行）,https://www.kkday.com/zh-tw/product/24310,,,,,,,
觀光旅行,【北海岸熱門打卡景點】台北九份、陰陽海、象鼻岩、八斗子月台、潮境公園包車一日遊,https://www.kkday.com/zh-tw/product/20568,,,,,,,
觀光旅行,【東北角網美一日遊】象鼻岩、八斗子、望幽谷,https://www.kkday.com/zh-tw/product/23945,,,,,,,
觀光旅行,"【來和海豚玩耍】花蓮遠雄海洋公園一日遊（4人成行,含門票、接送）",https://www.kkday.com/zh-tw/product/368,,,,,,,
觀光旅行,【智慧雙輪遊台南】Gogoro租借服務,https://www.kkday.com/zh-tw/product/23351,,,,,,,
觀光旅行,【台北10大景點輕鬆玩】台北雙層觀光巴士優惠乘車券,https://www.kkday.com/zh-tw/product/10851,8.61,立即確認並發送憑證,4.4,-676,有效期內任何一天使用,雙層巴士4小時票,8.61
觀光旅行,,,,,,,,雙層巴士24小時票,17.21
觀光旅行,【騎機車遊花蓮大街小巷不受限】花蓮租機車首選,https://www.kkday.com/zh-tw/product/21380,11.16,1個工作日內確認,4.6,-52,,租機車優惠,11.16
觀光旅行,【新竹雪霸二日遊】雪霸休閒農場、雲霧步道、果醬DIY（一人成行）,https://www.kkday.com/zh-tw/product/23935,,,,,,,
觀光旅行,【墾丁包車一日遊】墾丁包車玩遍墾丁各大景點,https://www.kkday.com/zh-tw/product/3814,100.4,2個工作日內確認,4.9,-64,,1-4人出發,100.4
觀光旅行,,,,,,,,5-8人出發,143.43
觀光旅行,【宜蘭包車一日遊】九號咖啡外澳館、頭城海濱森林公園、櫻花陵墓、蜊埤湖（台北出發）,https://www.kkday.com/zh-tw/product/24098,153.46,1個工作日內確認,,,,五人座車（1 - 4人）,153.46
觀光旅行,【季節限定活動】墾丁夜宿海生館,https://www.kkday.com/zh-tw/product/7841,,,,,,,
觀光旅行,【熱門景點包車一日遊】北港朝天宮、新營糖廠、衛武營藝術中心（台中出發、高雄結束）,https://www.kkday.com/zh-tw/product/27633,212.5,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,212.5
觀光旅行,【外國籍旅客限定票券】桃園機場捷運車票優惠組合（桃園機場取件）,https://www.kkday.com/zh-tw/product/19422,4.5,立即確認並發送憑證,4.7,-4093,免費取消！,桃園機場捷運單程票＋台灣名產兌換券（奶油酥餅）,4.5
觀光旅行,,,,,,,,桃園機場捷運來回票＋台灣名產兌換券（奶油酥餅）,8.5
觀光旅行,【花蓮秘境急流探險】花蓮溯溪冒險體驗,https://www.kkday.com/zh-tw/product/1845,,,,,,,
觀光旅行,【高鐵假期一次搞定車票＋住宿】高雄和逸飯店中山館二日遊,https://www.kkday.com/zh-tw/product/28863,92.76,1個工作日內確認,,,,舒適雙人房－週一至週四出發（不包含連續假期）,99.13
觀光旅行,,,,,,,,舒適雙人房－週五、週日出發（不包含連續假期）,100.73
觀光旅行,,,,,,,,舒適雙人房－週六、連續假期出發,109.97
觀光旅行,,,,,,,,舒適三人房－週一至週四出發（不包含連續假期）,100.18
觀光旅行,,,,,,,,舒適三人房－週五、週日出發（不包含連續假期）,101.78
觀光旅行,,,,,,,,舒適三人房－週六、連續假期出發,108.38
觀光旅行,,,,,,,,舒適四人房－週一至週四出發（不包含連續假期）,92.76
觀光旅行,,,,,,,,舒適四人房－週五、週日出發（不包含連續假期）,94.35
觀光旅行,,,,,,,,舒適四人房－週六、連續假期出發,99.61
觀光旅行,【台北包車一日遊】鳶山登山步道、濛濛谷、蝴蝶公園地景花海,https://www.kkday.com/zh-tw/product/24126,148.29,1個工作日內確認,,,,五人座車（1 - 4人）,148.29
觀光旅行,【台中珍珠奶茶】春水堂珍珠奶茶DIY手搖體驗,https://www.kkday.com/zh-tw/product/5769,,,,,,,
觀光旅行,【台中農場二日遊】福壽山天池、武陵桃山瀑布、富野渡假村（兩人成行）,https://www.kkday.com/zh-tw/product/24461,,,,,,,
觀光旅行,【南投清境老英格蘭莊園】幻想曲套房（一泊二食）,https://www.kkday.com/zh-tw/product/27687,,,,,,,
觀光旅行,【熱門景點包車一日遊】故宮博物院南部院區、東石漁人碼頭、台南水晶教堂（台中出發、高雄結束）,https://www.kkday.com/zh-tw/product/27637,212.5,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,212.5
觀光旅行,【宜蘭休閒二日遊】外澳沙灘、官老爺休閒農場、冬山河森林公園、三奇村伯朗大道(入住煙波大飯店),https://www.kkday.com/zh-tw/product/26155,,,,,,,
觀光旅行,【台中泡湯熱門新選擇】台中日光溫泉度假酒店－大眾泡湯,https://www.kkday.com/zh-tw/product/21019,,,,,,,
觀光旅行,【熱門景點包車一日遊】國父紀念館、天空之城、麗寶Outlet（台北出發、台中結束）,https://www.kkday.com/zh-tw/product/25187,204.55,立即確認,,,可出示電子憑證,五人座車（1 - 4人）,204.55
